occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:187260,18442,Aepycamelus robustus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187261,18442,Procamelus occidentalis,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187262,18442,Protolabis gracilis,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187263,18442,Floridatragulus,Floridatragulus,Camelidae,Artiodactyla,herbivore,genus,Floridatragulus,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187264,18442,Pseudoparablastomeryx francescita,Pseudoparablastomeryx,Leptomerycidae,Artiodactyla,herbivore,genus,Pseudoparablastomeryx,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187265,18442,Longirostromeryx wellsi,Longirostromeryx,Moschidae,Artiodactyla,herbivore,genus,Longirostromeryx,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187266,18442,Procranioceras skinneri,Procranioceras,Dromomerycidae,Artiodactyla,herbivore,genus,Procranioceras,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187267,18442,Merycodus minor,Merycodus,Antilocapridae,Artiodactyla,herbivore,genus,Merycodus,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187268,18442,Merycodus warreni,Merycodus,Antilocapridae,Artiodactyla,herbivore,genus,Merycodus,-100.800003,42.799999,16.3,12.5,14.4,Barstovian,terrestrial indet.,Valentine,Crookston Bridge,Valentine Railway Quarries,Nebraska,,
occ:187269,18443,Metechinus,Metechinus,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Metechinus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187270,18443,Plesiosorex,Plesiosorex,Plesiosoricidae,NO_ORDER_SPECIFIED,other,genus,Plesiosorex,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187271,18443,Limnoecus,Limnoecus,Soricidae,NO_ORDER_SPECIFIED,other,genus,Limnoecus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187272,18443,Talpidae,,Talpidae,NO_ORDER_SPECIFIED,other,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187273,18443,Hypolagus fontinalis,Hypolagus,Leporidae,Lagomorpha,herbivore,genus,Hypolagus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187274,18443,Sciuridae,,Sciuridae,Rodentia,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187275,18443,Geomyidae,,Geomyidae,Rodentia,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187276,18443,Heteromyidae,,Heteromyidae,Rodentia,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187277,18443,Mylagaulidae,,Mylagaulidae,Rodentia,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187278,18443,Eucastor tortus,Eucastor,Castoridae,Rodentia,herbivore,genus,Eucastor,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187279,18443,Peromyscus,Peromyscus,Cricetidae,Rodentia,herbivore,genus,Peromyscus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187280,18443,Megasminthus tiheni,Megasminthus,Zapodidae,Rodentia,herbivore,genus,Megasminthus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187281,18443,Borophaginae,,Canidae,Carnivora,predator,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187282,18443,Aelurodon ferox,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187283,18443,Cynarctus,Cynarctus,Canidae,Carnivora,predator,genus,Cynarctus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187284,18443,Leptocyon vafer,Leptocyon,Canidae,Carnivora,predator,genus,Leptocyon,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187285,18443,Leptarctus,Leptarctus,Mustelidae,Carnivora,predator,genus,Leptarctus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187286,18443,Mustelidae,,Mustelidae,Carnivora,predator,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187287,18443,Mustelidae,,Mustelidae,Carnivora,predator,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187288,18443,Plithocyon,Plithocyon,Ursidae,Carnivora,predator,genus,Plithocyon,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187289,18443,Ischyrocyon,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187290,18443,Procyonidae,,Procyonidae,Carnivora,predator,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187291,18443,Pseudaelurus,Pseudaelurus,Felidae,Carnivora,predator,genus,Pseudaelurus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187292,18443,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187293,18443,Ustatochoerus medius,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187294,18443,Stirtonhyus xiphodonticus,Stirtonhyus,Tayassuidae,Artiodactyla,herbivore,genus,Stirtonhyus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187295,18443,Procamelus grandis,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187296,18443,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187297,18443,Procranioceras skinneri,Procranioceras,Dromomerycidae,Artiodactyla,herbivore,genus,Procranioceras,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187298,18443,Blastomerycinae,,Moschidae,Artiodactyla,herbivore,indeterminate,,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187299,18443,Cosoryx furcatus,Cosoryx,Antilocapridae,Artiodactyla,herbivore,genus,Cosoryx,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187300,18443,Hypohippus affinis,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187301,18443,Megahippus,Megahippus,Equidae,Perissodactyla,herbivore,genus,Megahippus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187302,18443,Calippus placidus,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187303,18443,Calippus (Grammohippus),Calippus (Grammohippus),Equidae,Perissodactyla,herbivore,genus,Calippus (Grammohippus),-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187304,18443,Hippotherium,Hippotherium,Equidae,Perissodactyla,herbivore,genus,Hippotherium,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187305,18443,Pseudhipparion retrusum,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187306,18443,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-98.0,42.599998,16.3,12.5,14.4,Barstovian,crevasse splay,Valentine,Devil's Gulch,Verdigre Quarry,Nebraska,,
occ:187307,18444,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-99.699997,39.599998,9.4,4.7,7.050000000000001,Hemphillian,terrestrial indet.,,,Vicinity of Hall Cope's Ranch,Kansas,,
occ:187308,18445,Domninoides,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187309,18445,Archaeolaginae,,Leporidae,Lagomorpha,herbivore,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187310,18445,Mylagaulidae,,Mylagaulidae,Rodentia,herbivore,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187311,18445,Borophaginae,,Canidae,Carnivora,predator,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187312,18445,Plionictis ogygia,Plionictis,Mustelidae,Carnivora,predator,genus,Plionictis,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187313,18445,Proboscidea,,,Proboscidea,herbivore,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187314,18445,Hipparionini,,Equidae,Perissodactyla,herbivore,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187315,18445,Equini,,Equidae,Perissodactyla,herbivore,indeterminate,,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187316,18445,Aphelops megalodus,Aphelops,Rhinocerotidae,Perissodactyla,herbivore,genus,Aphelops,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187317,18445,Teleoceras medicornutum,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187318,18445,Ustatochoerus medius,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187319,18445,Aepycamelus giraffinus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187320,18445,Ramoceros osborni,Ramoceros,Antilocapridae,Artiodactyla,herbivore,genus,Ramoceros,-103.099998,40.799999,16.3,9.4,12.850000000000001,Barstovian,terrestrial indet.,Pawnee Creek Beds,,Vim-Peetz,Colorado,,
occ:187321,18446,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Volcanic Ash Pit,Nebraska,,
occ:187322,18446,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Volcanic Ash Pit,Nebraska,,
occ:187323,18447,Barbourofelis morrisi,Barbourofelis,Nimravidae,Carnivora,predator,genus,Barbourofelis,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187324,18447,Carpocyon robustus,Carpocyon,Canidae,Carnivora,predator,genus,Carpocyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187325,18447,Epicyon saevus,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187326,18447,Epicyon haydeni,Epicyon,Canidae,Carnivora,predator,genus,Epicyon,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187327,18447,Skinnerhyus shermerorum,Skinnerhyus,Tayassuidae,Artiodactyla,herbivore,genus,Skinnerhyus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187328,18447,Ustatochoerus medius novomexicanus,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187329,18447,Tapirus johnsoni,Tapirus,Tapiridae,Perissodactyla,herbivore,genus,Tapirus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187330,18447,Calippus martini,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187331,18447,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Ash Hollow,Merritt Dam,Wade Quarry,Nebraska,,
occ:187332,18448,Amebelodon,Amebelodon,Gomphotheriidae,Proboscidea,herbivore,genus,Amebelodon,-99.900002,39.0,11.63,5.333,8.4815,Late Miocene,terrestrial indet.,,,WaKeeney (Amebelodon Locality),Kansas,,
occ:187333,18449,Ceratogaulus minor,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187334,18449,Prodipoides phillisi,Prodipoides,Castoridae,Rodentia,herbivore,genus,Prodipoides,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187335,18449,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187336,18449,Merycodontinae,,Antilocapridae,Artiodactyla,herbivore,indeterminate,,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187337,18449,Calippus martini,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187338,18449,Neohipparion affine,Neohipparion,Equidae,Perissodactyla,herbivore,genus,Neohipparion,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187339,18449,Hippotherium,Hippotherium,Equidae,Perissodactyla,herbivore,genus,Hippotherium,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187340,18449,Nannippus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187341,18449,Pseudhipparion,Pseudhipparion,Equidae,Perissodactyla,herbivore,genus,Pseudhipparion,-99.769798,39.0821,12.5,9.4,10.95,Clarendonian,"""floodplain""",Ogallala,,WaKeeny (KU Locality 29),Kansas,,
occ:187342,18450,Untermannerix copiosus,Untermannerix,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Untermannerix,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187343,18450,Tregosorex holmani,Tregosorex,Soricidae,NO_ORDER_SPECIFIED,other,genus,Tregosorex,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187344,18450,Anchiblarinella wakeeneyensis,Anchiblarinella,Soricidae,NO_ORDER_SPECIFIED,other,genus,Anchiblarinella,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187345,18450,Parydrosorex concisus,Parydrosorex,Soricidae,NO_ORDER_SPECIFIED,other,genus,Parydrosorex,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187346,18450,Domninoides mimicus,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187347,18450,Talpidae,,Talpidae,NO_ORDER_SPECIFIED,other,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187348,18450,Myotis,Myotis,NO_FAMILY_SPECIFIED,Chiroptera,other,genus,Myotis,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187349,18450,Martes stirtoni,Martes,Mustelidae,Carnivora,predator,genus,Martes,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187350,18450,Mionictis,Mionictis,Mustelidae,Carnivora,predator,genus,Mionictis,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187351,18450,Canidae,,Canidae,Carnivora,predator,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187352,18450,Ceratogaulus minor,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187353,18450,Prodipoides phillisi,Prodipoides,Castoridae,Rodentia,herbivore,genus,Prodipoides,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187354,18450,Marmotini,,Sciuridae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187355,18450,Phelosaccomys hibbardi,Phelosaccomys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,genus,Phelosaccomys,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187356,18450,Heteromyinae,,Heteromyidae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187357,18450,Macrognathomys,Macrognathomys,Zapodidae,Rodentia,herbivore,genus,Macrognathomys,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187358,18450,Sicistinae,,Zapodidae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187359,18450,Zapodidae,,Zapodidae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187360,18450,Cricetidae,,Cricetidae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187361,18450,Tregomys shotwelli,Tregomys,Cricetidae,Rodentia,herbivore,genus,Tregomys,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187362,18450,Copemys pisinnus,Copemys,Cricetidae,Rodentia,herbivore,genus,Copemys,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187363,18450,Copemys,Copemys,Cricetidae,Rodentia,herbivore,genus,Copemys,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187364,18450,Cricetidae,,Cricetidae,Rodentia,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187365,18450,Archaeolaginae,,Leporidae,Lagomorpha,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187366,18450,Equini,,Equidae,Perissodactyla,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187367,18450,Proboscidea,,,Proboscidea,herbivore,indeterminate,,-99.751297,39.0821,12.5,9.4,10.95,Clarendonian,"""channel""",Ogallala,,WaKeeny (UM-K6-59),Kansas,,
occ:187368,18451,Ischyrocyon,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-99.751297,39.0821,11.63,5.333,8.4815,Late Miocene,"""floodplain""",Ogallala,,WaKeeney (Unit C),Kansas,,
occ:187369,18452,Leptodontomys,Leptodontomys,Eomyidae,Rodentia,herbivore,genus,Leptodontomys,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,Waldo Simons Quarry,Nebraska,,
occ:187370,18452,Cupidinimus prattensis,Cupidinimus,Heteromyidae,Rodentia,herbivore,genus,Cupidinimus,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,Waldo Simons Quarry,Nebraska,,
occ:187371,18452,Phelosaccomys hibbardi,Phelosaccomys,NO_FAMILY_SPECIFIED,Rodentia,herbivore,genus,Phelosaccomys,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,Waldo Simons Quarry,Nebraska,,
occ:187372,18452,Copemys,Copemys,Cricetidae,Rodentia,herbivore,genus,Copemys,-100.800003,42.799999,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Valentine,Burge,Waldo Simons Quarry,Nebraska,,
occ:187373,18453,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-100.800003,42.799999,12.5,4.7,8.6,Clarendonian,terrestrial indet.,Ash Hollow,,Warren Crossing,Nebraska,,
occ:187374,18454,Parvericius montanus,Parvericius,Erinaceidae,NO_ORDER_SPECIFIED,other,genus,Parvericius,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,1.0
occ:187375,18454,Domninoides valentinensis,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-100.0,42.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,,,Welke,Nebraska,specimens,2.0
