occurrence_no,collection_no,accepted_name,genus,family,order,guild,resolution,taxon,lng,lat,eag,lag,mid_ma,early_interval,env,formation,member,collection_name,stp,abu,abv
occ:1438340,18623,Eucyon,Eucyon,Canidae,Carnivora,predator,genus,Eucyon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438341,18623,Ischyrocyon gidleyi,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438343,18623,Ustatochoerus medius,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438344,18623,Ramoceros ramosus,Ramoceros,Antilocapridae,Artiodactyla,herbivore,genus,Ramoceros,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438345,18623,Synthetoceras tricornatus,Synthetoceras,Protoceratidae,Artiodactyla,herbivore,genus,Synthetoceras,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438350,18640,Ceratogaulus rhinocerus,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,2.0
occ:1438351,18640,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,4.0
occ:1438352,18640,Ischyrocyon gidleyi,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,5.0
occ:1438353,18640,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,4.0
occ:1438354,18640,Merycodus,Merycodus,Antilocapridae,Artiodactyla,herbivore,genus,Merycodus,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,5.0
occ:1438355,18640,Procamelus occidentalis,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,4.0
occ:1438359,18611,Leptocyon vafer,Leptocyon,Canidae,Carnivora,predator,genus,Leptocyon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438360,18611,Pseudoceras skinneri,Pseudoceras,Gelocidae,Artiodactyla,herbivore,genus,Pseudoceras,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438361,18611,Nothotylopus camptognathus,Nothotylopus,Camelidae,Artiodactyla,herbivore,genus,Nothotylopus,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438362,18611,Protolabis yavapaiensis,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438363,18611,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438364,18640,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,1.0
occ:1438365,18640,Teleoceras major,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,8.0
occ:1438366,18640,Pliohippus pernix,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,specimens,2.0
occ:1438367,18610,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,1.0
occ:1438368,18610,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Bridge Ranch, Normanna",Texas,specimens,2.0
occ:1438370,18629,Ischyrocyon gidleyi,Ischyrocyon,Amphicyonidae,Carnivora,predator,genus,Ischyrocyon,-94.699997,30.700001,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,Goodrich Site 2,Texas,,
occ:1438371,18623,Protolabis yavapaiensis,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438372,18623,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438373,18623,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Farish Ranch, Medio Creek",Texas,,
occ:1438377,18612,Domninoides,Domninoides,Talpidae,NO_ORDER_SPECIFIED,other,genus,Domninoides,-97.699997,28.6,23.04,5.333,14.186499999999999,Miocene,terrestrial indet.,,,Buckner Ranch Site 2,Texas,,
occ:1438378,18612,Pronotolagus apachensis,Pronotolagus,Leporidae,Lagomorpha,herbivore,genus,Pronotolagus,-97.699997,28.6,23.04,5.333,14.186499999999999,Miocene,terrestrial indet.,,,Buckner Ranch Site 2,Texas,,
occ:1438379,18612,Perognathus minutus,Perognathus,Heteromyidae,Rodentia,herbivore,genus,Perognathus,-97.699997,28.6,23.04,5.333,14.186499999999999,Miocene,terrestrial indet.,,,Buckner Ranch Site 2,Texas,,
occ:1438380,18611,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,,
occ:1438382,18645,Ceratogaulus rhinocerus,Ceratogaulus,Mylagaulidae,Rodentia,herbivore,genus,Ceratogaulus,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438383,18645,Aelurodon taxoides,Aelurodon,Canidae,Carnivora,predator,genus,Aelurodon,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438384,18645,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438385,18645,Ustatochoerus medius,Ustatochoerus,Merycoidodontidae,Artiodactyla,herbivore,genus,Ustatochoerus,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438386,18645,Pseudoceras skinneri,Pseudoceras,Gelocidae,Artiodactyla,herbivore,genus,Pseudoceras,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438387,18645,Ramoceros ramosus,Ramoceros,Antilocapridae,Artiodactyla,herbivore,genus,Ramoceros,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438388,18645,Synthetoceras tricornatus,Synthetoceras,Protoceratidae,Artiodactyla,herbivore,genus,Synthetoceras,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1438389,18645,Hipparion tehonense,Hipparion,Equidae,Perissodactyla,herbivore,genus,Hipparion,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1477920,206138,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-134.95723,60.583611,11.63,5.333,8.4815,Late Miocene,terrestrial indet.,,,Wolf Creek ,Yukon,,
occ:1477921,206138,Artiodactyla,,,Artiodactyla,herbivore,indeterminate,,-134.95723,60.583611,11.63,5.333,8.4815,Late Miocene,terrestrial indet.,,,Wolf Creek ,Yukon,,
occ:1490837,18611,Artiodactyla,,,Artiodactyla,herbivore,indeterminate,,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,specimens,1.0
occ:1490839,18611,Glyptodon,Glyptodon,Glyptodontidae,Cingulata,herbivore,genus,Glyptodon,-97.699997,28.6,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Buckner Ranch Locality, Site 1",Texas,specimens,1.0
occ:1491283,207452,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491284,207452,Nannippus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491286,207452,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491287,207452,Procamelus,Procamelus,Camelidae,Artiodactyla,herbivore,genus,Procamelus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491288,207452,Neohipparion,Neohipparion,Equidae,Perissodactyla,herbivore,genus,Neohipparion,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491289,207452,Pliauchenia,Pliauchenia,Camelidae,Artiodactyla,herbivore,genus,Pliauchenia,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491290,18640,Hypolagus,Hypolagus,Leporidae,Lagomorpha,herbivore,genus,Hypolagus,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,,
occ:1491291,18640,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,,
occ:1491292,18640,Canidae,,Canidae,Carnivora,predator,indeterminate,,-97.958397,28.343399,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,Lapara,"Lapara Creek Site 8, Ten Mile Creek",Texas,,
occ:1491319,207452,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,specimens,20.0
occ:1491324,207452,Rodentia,,,Rodentia,herbivore,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491325,207452,Carnivora,,,Carnivora,predator,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491326,207452,Canidae,,Canidae,Carnivora,predator,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491327,207452,Calippus,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491328,207452,Pliohippus,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491329,207452,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491330,207452,Protolabis,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491331,207452,Blastomeryx,Blastomeryx,Moschidae,Artiodactyla,herbivore,genus,Blastomeryx,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491332,207452,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491344,207452,Merychyus,Merychyus,Merycoidodontidae,Artiodactyla,herbivore,genus,Merychyus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491345,207452,Aphelops,Aphelops,Rhinocerotidae,Perissodactyla,herbivore,genus,Aphelops,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,specimens,1.0
occ:1491347,207452,Protoceratidae,,Protoceratidae,Artiodactyla,herbivore,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491348,207452,Antilocapridae,,Antilocapridae,Artiodactyla,herbivore,indeterminate,,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491349,207452,Aepycamelus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491350,207452,Megatylopus,Megatylopus,Camelidae,Artiodactyla,herbivore,genus,Megatylopus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491351,207452,Hypohippus,Hypohippus,Equidae,Perissodactyla,herbivore,genus,Hypohippus,-97.667702,28.4883,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Goliad,,"Site 15, Medio Creek, Parrish Ranch",Texas,,
occ:1491654,18619,Cervidae,,Cervidae,Artiodactyla,herbivore,indeterminate,,-95.131897,30.6117,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 3",Texas,,
occ:1491796,207489,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491797,207489,Amphicyon,Amphicyon,Amphicyonidae,Carnivora,predator,genus,Amphicyon,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491798,207489,Nannippus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491799,207489,Calippus,Calippus,Equidae,Perissodactyla,herbivore,genus,Calippus,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491800,207489,Pliohippus,Pliohippus,Equidae,Perissodactyla,herbivore,genus,Pliohippus,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491801,207489,Neohipparion,Neohipparion,Equidae,Perissodactyla,herbivore,genus,Neohipparion,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491802,207489,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.740997,28.530701,12.5,9.4,10.95,Clarendonian,terrestrial indet.,Blanco,,"Site 18, Richards farm, east of Normanna",Texas,,
occ:1491804,18628,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-94.913002,30.593399,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,Goodrich Site 1,Texas,,
occ:1491805,18630,Camelidae,,Camelidae,Artiodactyla,herbivore,indeterminate,,-94.914803,30.6031,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,,,"Goodrich Site 3, Lowe place",Texas,,
occ:1491806,18630,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-94.914803,30.6031,16.3,12.5,14.4,Early Barstovian,terrestrial indet.,,,"Goodrich Site 3, Lowe place",Texas,,
occ:1491807,207493,Gomphotherium,Gomphotherium,Gomphotheriidae,Proboscidea,herbivore,genus,Gomphotherium,-95.1492,30.6052,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 2",Texas,,
occ:1491808,207493,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-95.1492,30.6052,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 2",Texas,,
occ:1491809,207493,Nannippus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-95.1492,30.6052,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 2",Texas,,
occ:1491812,207493,Merychippus,Merychippus,Equidae,Perissodactyla,herbivore,genus,Merychippus,-95.1492,30.6052,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 2",Texas,,
occ:1491814,207493,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-95.1492,30.6052,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Cold Spring, San Jacinto site 2",Texas,,
occ:1492071,18627,Palaeomerycidae,,Palaeomerycidae,Artiodactyla,herbivore,indeterminate,,-95.269798,30.749701,16.3,12.5,14.4,Barstovian,terrestrial indet.,Fleming,,"Gay Hill, San Jacinto County site 1",Texas,,
occ:1492178,18307,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,,
occ:1492179,18307,Aepycamelus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,,
occ:1492180,18307,Pliauchenia,Pliauchenia,Camelidae,Artiodactyla,herbivore,genus,Pliauchenia,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,,
occ:1492181,18307,Equidae,,Equidae,Perissodactyla,herbivore,indeterminate,,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,,
occ:1492182,18307,Nannippus,Nannippus,Equidae,Perissodactyla,herbivore,genus,Nannippus,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,,
occ:1492183,18307,Aphelops malacorhinus,Aphelops,Rhinocerotidae,Perissodactyla,herbivore,genus,Aphelops,-100.699997,35.799999,12.5,4.7,8.6,Late Clarendonian,terrestrial indet.,,,Parcell Ranch,Texas,specimens,1.0
occ:1492187,18645,Rodentia,,,Rodentia,herbivore,indeterminate,,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492190,18645,Aepycamelus,Aepycamelus,Camelidae,Artiodactyla,herbivore,genus,Aepycamelus,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492191,18645,Protolabis,Protolabis,Camelidae,Artiodactyla,herbivore,genus,Protolabis,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492192,18645,Prosthennops,Prosthennops,Tayassuidae,Artiodactyla,herbivore,genus,Prosthennops,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492193,18645,Rhinocerotidae,,Rhinocerotidae,Perissodactyla,herbivore,indeterminate,,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492194,18645,Teleoceras,Teleoceras,Rhinocerotidae,Perissodactyla,herbivore,genus,Teleoceras,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492195,18645,Amphicyon,Amphicyon,Amphicyonidae,Carnivora,predator,genus,Amphicyon,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
occ:1492196,18645,Merychippus,Merychippus,Equidae,Perissodactyla,herbivore,genus,Merychippus,-97.7407,28.530701,12.5,9.4,10.95,Clarendonian,fine channel fill,Goliad,,"Medio Creek Site No. 19, Richards farm",Texas,,
