oid,vid,flg,rnk,nam,par,rid,ext,noc,phl,cll,fml,odl,gnl,ttl,tdf,acc,acr,acn
txn:191374,,,species,Palaeospiza bella,txn:191373,ref:36566,0,1,Chordata,Aves,NO_FAMILY_SPECIFIED,Coliiformes,Palaeospiza,,,,,
txn:39365,,,family,Coliidae,txn:39364,ref:4783,1,14,Chordata,Aves,Coliidae,Coliiformes,,,,,,
txn:452850,,,genus,Celericolius,txn:39365,ref:80175,0,1,Chordata,Aves,Coliidae,Coliiformes,Celericolius,Celericolius acriala,,,,
txn:452852,,,species,Celericolius acriala,txn:452850,ref:80175,0,1,Chordata,Aves,Coliidae,Coliiformes,Celericolius,,,,,
txn:134436,,,genus,Selmes,txn:39365,ref:82795,0,2,Chordata,Aves,Coliidae,Coliiformes,Selmes,Selmes absurdipes,,,,
txn:134437,,,species,Selmes absurdipes,txn:134436,ref:82795,0,2,Chordata,Aves,Coliidae,Coliiformes,Selmes,,,,,
txn:58751,,,genus,Primocolius,txn:39365,ref:11648,0,1,Chordata,Aves,Coliidae,Coliiformes,Primocolius,,,,,
txn:58752,,,species,Primocolius sigei,txn:58751,ref:11648,0,1,Chordata,Aves,Coliidae,Coliiformes,Primocolius,,,,,
txn:58753,,,species,Primocolius minor,txn:58751,ref:11648,0,0,Chordata,Aves,Coliidae,Coliiformes,Primocolius,,,,,
txn:134431,,,genus,Urocolius,txn:39365,ref:28305,1,0,Chordata,Aves,Coliidae,Coliiformes,Urocolius,,,,,
txn:399944,,,species,Urocolius macrourus,txn:134431,ref:71102,1,0,Chordata,Aves,Coliidae,Coliiformes,Urocolius,,,,,
txn:370928,var:429931,,species,Urocolius archiaci,txn:134431,ref:58139,0,0,Chordata,Aves,Coliidae,Coliiformes,Urocolius,,,,,
txn:370930,,,species,Picus consobrinus,txn:134431,ref:65508,0,0,Chordata,Aves,Coliidae,Coliiformes,Urocolius,,subjective synonym of,txn:370928,3.0,Urocolius archiaci
txn:399945,,,species,Urocolius indicus,txn:134431,ref:71102,1,0,Chordata,Aves,Coliidae,Coliiformes,Urocolius,,,,,
txn:39366,,,genus,Colius,txn:39365,ref:4783,1,4,Chordata,Aves,Coliidae,Coliiformes,Colius,,,,,
txn:399943,,,species,Colius colius,txn:39366,ref:71102,1,0,Chordata,Aves,Coliidae,Coliiformes,Colius,,,,,
txn:399942,,,species,Colius castanotus,txn:39366,ref:71102,1,0,Chordata,Aves,Coliidae,Coliiformes,Colius,,,,,
txn:399941,,,species,Colius leucocephalus,txn:39366,ref:71102,1,0,Chordata,Aves,Coliidae,Coliiformes,Colius,,,,,
txn:368909,,,species,Colius striatus,txn:39366,ref:65172,1,1,Chordata,Aves,Coliidae,Coliiformes,Colius,,,,,
txn:134433,,,genus,Chascacocolius,txn:39365,ref:75581,0,2,Chordata,Aves,Coliidae,Coliiformes,Chascacocolius,,,,,
txn:433250,,,species,Chascacocolius oscitans,txn:134433,ref:75581,0,1,Chordata,Aves,Coliidae,Coliiformes,Chascacocolius,,,,,
txn:135589,,,species,Chascacocolius cacicirostris,txn:134433,ref:28427,0,1,Chordata,Aves,Coliidae,Coliiformes,Chascacocolius,,,,,
txn:134429,,,genus,Masillacolius,txn:39365,ref:71478,0,0,Chordata,Aves,Coliidae,Coliiformes,Masillacolius,,,,,
txn:403866,,,species,Masillacolius brevidactylus,txn:134429,ref:71478,0,0,Chordata,Aves,Coliidae,Coliiformes,Masillacolius,,,,,
txn:39367,,,genus,Limnatornis,txn:39365,ref:4783,0,0,Chordata,Aves,Coliidae,Coliiformes,Limnatornis,,,,,
txn:370924,,,species,Limnatornis paludicola,txn:39367,ref:65508,0,0,Chordata,Aves,Coliidae,Coliiformes,Limnatornis,,,,,
txn:106033,,,genus,Oligocolius,txn:39365,ref:25150,0,2,Chordata,Aves,Coliidae,Coliiformes,Oligocolius,Oligocolius psittacocephalon,,,,
txn:106034,,,species,Oligocolius brevitarsus,txn:106033,ref:25150,0,1,Chordata,Aves,Coliidae,Coliiformes,Oligocolius,,,,,
txn:452847,,,species,Oligocolius psittacocephalon,txn:106033,ref:80174,0,1,Chordata,Aves,Coliidae,Coliiformes,Oligocolius,,,,,
txn:134434,,,genus,Eocolius,txn:39364,ref:76989,0,1,Chordata,Aves,NO_FAMILY_SPECIFIED,Coliiformes,Eocolius,,,,,
txn:438133,,,species,Eocolius walkeri,txn:134434,ref:76989,0,1,Chordata,Aves,NO_FAMILY_SPECIFIED,Coliiformes,Eocolius,,,,,
txn:99054,,,unranked clade,Raptores,txn:98968,ref:24173,1,604,Chordata,Aves,,,,,,,,
txn:393802,,,suborder,Cathartides,txn:99054,ref:15348,1,0,Chordata,Aves,,NO_ORDER_SPECIFIED,,,,,,
txn:99056,,,superorder,Falconimorphae,txn:99054,ref:24173,1,604,Chordata,Aves,,,,,,,,
txn:39397,,,order,Strigiformes,txn:99056,ref:4783,1,604,Chordata,Aves,,Strigiformes,,,,,,
txn:39398,,,family,Ogygoptyngidae,txn:39397,ref:30666,0,1,Chordata,Aves,Ogygoptyngidae,Strigiformes,,,,,,
txn:39399,,,genus,Ogygoptynx,txn:39398,ref:4783,0,1,Chordata,Aves,Ogygoptyngidae,Strigiformes,Ogygoptynx,,,,,
txn:153540,,,species,Ogygoptynx wetmorei,txn:39399,ref:30666,0,1,Chordata,Aves,Ogygoptyngidae,Strigiformes,Ogygoptynx,,,,,
txn:105814,,,genus,Berruornis,txn:39397,ref:38102,0,4,Chordata,Aves,NO_FAMILY_SPECIFIED,Strigiformes,Berruornis,,,,,
txn:202884,,,species,Berruornis orbisantiqui,txn:105814,ref:38102,0,2,Chordata,Aves,NO_FAMILY_SPECIFIED,Strigiformes,Berruornis,,,,,
txn:105815,,,species,Berruornis halbedeli,txn:105814,ref:25122,0,2,Chordata,Aves,NO_FAMILY_SPECIFIED,Strigiformes,Berruornis,,,,,
txn:39407,,,family,Tytonidae,txn:39397,ref:4783,1,141,Chordata,Aves,Tytonidae,Strigiformes,,Tyto,,,,
txn:99074,,,subfamily,Phodilinae,txn:39407,ref:24173,1,0,Chordata,Aves,Tytonidae,Strigiformes,,,,,,
txn:99156,,,genus,Phodilus,txn:99074,ref:24173,1,0,Chordata,Aves,Tytonidae,Strigiformes,Phodilus,,,,,
txn:402388,,,species,Phodilus prigoginei,txn:99156,ref:71102,1,0,Chordata,Aves,Tytonidae,Strigiformes,Phodilus,,,,,
txn:402386,,,species,Phodilus badius,txn:99156,ref:71102,1,0,Chordata,Aves,Tytonidae,Strigiformes,Phodilus,,,,,
txn:402387,,,species,Phodilus assimilis,txn:99156,ref:71102,1,0,Chordata,Aves,Tytonidae,Strigiformes,Phodilus,,,,,
txn:99073,,,subfamily,Tytoninae,txn:39407,ref:24173,1,0,Chordata,Aves,Tytonidae,Strigiformes,,,,,,
txn:438495,,,genus,Nocturnavis,txn:39407,ref:77082,0,1,Chordata,Aves,Tytonidae,Strigiformes,Nocturnavis,Bubo incertus,,,,
txn:438497,,,genus,Selenornis,txn:39407,ref:77082,0,0,Chordata,Aves,Tytonidae,Strigiformes,Selenornis,,,,,
txn:39409,,,genus,Tyto,txn:39407,ref:4783,1,139,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:369379,var:369380,,species,Tyto novaehollandiae,txn:39409,ref:65172,1,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:487004,var:487005,,species,Tyto perlata,txn:39409,ref:24920,1,0,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:373820,,,species,Tyto noeli,txn:39409,ref:66345,0,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:373821,,,species,Tyto neddi,txn:39409,ref:66341,0,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,subjective synonym of,txn:373820,3.0,Tyto noeli
txn:94154,,,species,Tyto balearica,txn:39409,ref:19858,0,8,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:373822,,,species,Tyto cravesae,txn:39409,ref:66340,0,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:334584,,,species,Tyto mourerchauvireae,txn:39409,ref:57645,0,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:371324,,,species,Tyto letocarti,txn:39409,ref:65887,0,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:430234,,,species,Tyto gigantea,txn:39409,ref:58139,0,0,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:372027,var:372028,,species,Tyto glaucops,txn:39409,ref:65172,1,2,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:370885,,,species,Tyto cavatica,txn:39409,ref:92461,1,2,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,subjective synonym of,txn:372027,3.0,Tyto glaucops
txn:94500,var:368069,,species,Tyto alba,txn:39409,ref:40658,1,95,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:371871,var:371872,,subspecies,Tyto alba gracilirostris,txn:94500,ref:65172,1,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:510746,var:510748,,subspecies,Tyto alba furcata,txn:94500,ref:65172,1,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:372871,var:372872,,subspecies,Tyto alba delicatula,txn:94500,ref:65172,1,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:368944,var:368961,,subspecies,Tyto alba pratincola,txn:94500,ref:65172,1,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:371392,var:371393,,subspecies,Tyto alba punctatissima,txn:94500,ref:65172,1,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:370886,,,species,Tyto ostologa,txn:39409,ref:66342,0,1,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:372343,,,species,Tyto pollens,txn:39409,ref:66111,0,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,,,,
txn:373819,,,species,Tyto riveroi,txn:39409,ref:66340,0,4,Chordata,Aves,Tytonidae,Strigiformes,Tyto,,subjective synonym of,txn:372343,3.0,Tyto pollens
txn:431806,,,genus,Lechusa,txn:39407,ref:75120,0,1,Chordata,Aves,Tytonidae,Strigiformes,Lechusa,,,,,
txn:431807,,,species,Lechusa stirtoni,txn:431806,ref:75120,0,1,Chordata,Aves,Tytonidae,Strigiformes,Lechusa,,,,,
txn:196302,,,family,Heterostrigidae,txn:39397,ref:37157,0,1,Chordata,Aves,Heterostrigidae,Strigiformes,,,,,,
txn:196303,,,genus,Heterostrix,txn:196302,ref:37157,0,1,Chordata,Aves,Heterostrigidae,Strigiformes,Heterostrix,Heterostrix tatsinensis,,,,
txn:196304,,,species,Heterostrix tatsinensis,txn:196303,ref:37157,0,1,Chordata,Aves,Heterostrigidae,Strigiformes,Heterostrix,,,,,
txn:424073,,,genus,Primoptynx,txn:39397,ref:73210,0,1,Chordata,Aves,NO_FAMILY_SPECIFIED,Strigiformes,Primoptynx,Primoptynx poliotauros,,,,
txn:424074,,,species,Primoptynx poliotauros,txn:424073,ref:73210,0,1,Chordata,Aves,NO_FAMILY_SPECIFIED,Strigiformes,Primoptynx,,,,,
txn:39403,,,family,Strigidae,txn:39397,ref:4783,1,431,Chordata,Aves,Strigidae,Strigiformes,,,,,,
txn:161528,,,genus,Asio,txn:39403,ref:31547,1,65,Chordata,Aves,Strigidae,Strigiformes,Asio,Asio asio,,,,
txn:369162,var:369163,,species,Asio otus,txn:161528,ref:12782,1,11,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:369161,var:369164,,subspecies,Asio otus wilsonianus,txn:369162,ref:65172,1,4,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:430252,var:430253,,species,Asio longaevus,txn:161528,ref:58139,0,1,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:335310,,,species,Asio priscus,txn:161528,ref:40658,0,6,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:510749,,,species,Asio ecuadoriensis,txn:161528,ref:92497,0,1,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:372225,var:372226,,species,Asio stygius,txn:161528,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:510629,var:510630,,species,Asio clamator,txn:161528,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:370905,,,species,Asio henrici,txn:161528,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:372224,,,genus,Nyctalops,txn:39403,ref:65172,1,65,Chordata,Aves,Strigidae,Strigiformes,Asio,,subjective synonym of,txn:161528,5.0,Asio
txn:510631,,,genus,Rhinoptynx,txn:39403,ref:65172,1,65,Chordata,Aves,Strigidae,Strigiformes,Asio,,subjective synonym of,txn:161528,5.0,Asio
txn:372848,,,genus,Noctua,txn:39403,ref:65172,1,65,Chordata,Aves,Strigidae,Strigiformes,Asio,,subjective synonym of,txn:161528,5.0,Asio
txn:373491,var:373492,,species,Asio madagascariensis,txn:161528,ref:65172,1,4,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:487020,,,species,Asio asio,txn:161528,ref:24920,1,0,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:161529,var:161530,,species,Asio flammeus,txn:161528,ref:31547,1,27,Chordata,Aves,Strigidae,Strigiformes,Asio,,,,,
txn:430238,,,genus,Intulula,txn:39403,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Intulula,,,,,
txn:430239,,,species,Intulula tinnipara,txn:430238,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Intulula,,,,,
txn:130718,,,genus,Surnia,txn:39403,ref:27864,1,7,Chordata,Aves,Strigidae,Strigiformes,Surnia,,,,,
txn:430246,,,species,Surnia robusta,txn:130718,ref:58139,0,3,Chordata,Aves,Strigidae,Strigiformes,Surnia,,,,,
txn:430247,,,species,Surnia capeki,txn:130718,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Surnia,,,,,
txn:369196,var:369197,,species,Surnia ulula,txn:130718,ref:12782,1,4,Chordata,Aves,Strigidae,Strigiformes,Surnia,,,,,
txn:289511,,,genus,Speotyto,txn:39403,ref:50310,1,1,Chordata,Aves,Strigidae,Strigiformes,Speotyto,,,,,
txn:94499,,,genus,Athene,txn:39403,ref:19913,1,75,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:370906,,,genus,Carine,txn:39403,ref:65508,1,75,Chordata,Aves,Strigidae,Strigiformes,Athene,,subjective synonym of,txn:94499,5.0,Athene
txn:289512,var:368064,,species,Athene cunicularia,txn:94499,ref:65172,1,33,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:290143,,,species,Otus providentiae,txn:94499,ref:50474,1,33,Chordata,Aves,Strigidae,Strigiformes,Athene,,subjective synonym of,txn:289512,3.0,Athene cunicularia
txn:290142,,,species,Glaucidium dickinsoni,txn:94499,ref:50474,1,33,Chordata,Aves,Strigidae,Strigiformes,Athene,,subjective synonym of,txn:289512,3.0,Athene cunicularia
txn:365949,var:365950,,species,Athene noctua,txn:94499,ref:64663,1,14,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:373493,var:498112,,species,Athene superciliaris,txn:94499,ref:89401,1,4,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:369542,,,species,Athene cretensis,txn:94499,ref:65475,0,13,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:430249,,,species,Athene angelis,txn:94499,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:227177,,,species,Athene veta,txn:94499,ref:40673,0,2,Chordata,Aves,Strigidae,Strigiformes,Athene,,,,,
txn:430231,,,genus,Basityto,txn:39403,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Basityto,,,,,
txn:430232,,,species,Basityto rummeli,txn:430231,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Basityto,,,,,
txn:430225,,,genus,Palaeoglaux,txn:39403,ref:77082,0,2,Chordata,Aves,Strigidae,Strigiformes,Palaeoglaux,,,,,
txn:430227,,,species,Palaeoglaux perrierensis,txn:430225,ref:77082,0,0,Chordata,Aves,Strigidae,Strigiformes,Palaeoglaux,,,,,
txn:430226,,,species,Palaeoglaux artophoron,txn:430225,ref:77081,0,1,Chordata,Aves,Strigidae,Strigiformes,Palaeoglaux,,,,,
txn:430241,,,genus,Alasio,txn:39403,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Alasio,,,,,
txn:39405,,,genus,Ornimegalonyx,txn:39403,ref:4783,0,4,Chordata,Aves,Strigidae,Strigiformes,Ornimegalonyx,Ornimegalonyx oteroi,,,,
txn:290147,,,species,Ornimegalonyx oteroi,txn:39405,ref:4396,0,4,Chordata,Aves,Strigidae,Strigiformes,Ornimegalonyx,,,,,
txn:161742,,,genus,Micrathene,txn:39403,ref:31595,1,1,Chordata,Aves,Strigidae,Strigiformes,Micrathene,,,,,
txn:372222,,,genus,Ciccaba,txn:39403,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Ciccaba,,,,,
txn:372221,var:372223,,species,Ciccaba virgata,txn:372222,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Ciccaba,,,,,
txn:400767,,,subfamily,Ieraglaucinae,txn:39403,ref:71102,1,0,Chordata,Aves,Strigidae,Strigiformes,,,,,,
txn:368528,,,genus,Oraristrix,txn:39403,ref:65388,0,15,Chordata,Aves,Strigidae,Strigiformes,Oraristrix,,,,,
txn:368515,var:368529,,species,Oraristrix brea,txn:368528,ref:68468,0,15,Chordata,Aves,Strigidae,Strigiformes,Oraristrix,,,,,
txn:39404,,,genus,Strix,txn:39403,ref:12782,1,31,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:365951,,,species,Strix aluco,txn:39404,ref:12782,1,6,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:487016,,,species,Strix passerina,txn:39404,ref:24920,1,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:369183,,,genus,Syrnium,txn:39403,ref:65172,1,31,Chordata,Aves,Strigidae,Strigiformes,Strix,,subjective synonym of,txn:39404,5.0,Strix
txn:370889,,,species,Strix sancti,txn:39404,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370890,,,subspecies,Strix sancti albani,txn:370889,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370652,,,species,Strix uralensis,txn:39404,ref:65172,1,2,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:335044,var:430250,,species,Strix wintershofensis,txn:39404,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370887,,,species,Strix antiqua,txn:39404,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:373463,,,species,Strix leptogrammica,txn:39404,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:335045,,,species,Strix collongensis,txn:39404,ref:6039,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370892,,,species,Strix melitensis,txn:39404,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:335043,,,species,Strix brevis,txn:39404,ref:6039,0,1,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:369184,var:369185,,species,Strix occidentalis,txn:39404,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370888,,,species,Strix ignota,txn:39404,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:290230,,,species,Strix dakota,txn:39404,ref:50494,0,1,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:335046,,,species,Strix perpasta,txn:39404,ref:6039,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:373091,,,species,Strix nebulosa,txn:39404,ref:65172,1,2,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:133784,var:368065,,species,Strix varia,txn:39404,ref:28198,1,15,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:370891,,,species,Strix edwardsi,txn:39404,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Strix,,,,,
txn:487017,,,genus,Micropallas,txn:39403,ref:24920,1,0,Chordata,Aves,Strigidae,Strigiformes,Micropallas,Micropallas whitneyi,,,,
txn:487018,var:487019,,species,Micropallas whitneyi,txn:487017,ref:24920,1,0,Chordata,Aves,Strigidae,Strigiformes,Micropallas,,,,,
txn:430258,,,species,Otus henrici,txn:39403,ref:58139,0,1,Chordata,Aves,Strigidae,Strigiformes,NO_GENUS_SPECIFIED,,"invalid subgroup of, species not entered",txn:39403,9.0,Strigidae
txn:130717,,,genus,Aegolius,txn:39403,ref:27864,1,18,Chordata,Aves,Strigidae,Strigiformes,Aegolius,,,,,
txn:334583,,,species,Aegolius martae,txn:130717,ref:57644,0,2,Chordata,Aves,Strigidae,Strigiformes,Aegolius,,,,,
txn:289538,var:368066,,species,Aegolius acadicus,txn:130717,ref:65172,1,7,Chordata,Aves,Strigidae,Strigiformes,Aegolius,,,,,
txn:289805,,,species,Aegolius gradyi,txn:130717,ref:50359,0,1,Chordata,Aves,Strigidae,Strigiformes,Aegolius,,,,,
txn:369194,var:369195,,species,Aegolius funereus,txn:130717,ref:12782,1,8,Chordata,Aves,Strigidae,Strigiformes,Aegolius,,,,,
txn:191552,,,genus,Strigogyps,txn:39403,ref:6044,0,3,Chordata,Aves,Strigidae,Strigiformes,Strigogyps,,,,,
txn:370897,,,species,Strigogyps dubius,txn:191552,ref:6044,0,1,Chordata,Aves,Strigidae,Strigiformes,Strigogyps,,,,,
txn:430235,,,genus,Mioglaux,txn:39403,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Mioglaux,,,,,
txn:430237,,,species,Mioglaux debellatrix,txn:430235,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Mioglaux,,,,,
txn:369540,,,genus,Ketupa,txn:39403,ref:65172,1,5,Chordata,Aves,Strigidae,Strigiformes,Ketupa,,,,,
txn:369539,var:369541,,species,Ketupa zeylonensis,txn:369540,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Ketupa,,,,,
txn:373459,var:373460,,species,Ketupa ketupu,txn:369540,ref:65172,1,4,Chordata,Aves,Strigidae,Strigiformes,Ketupa,,,,,
txn:336227,,,genus,Grallistrix,txn:39403,ref:57999,0,4,Chordata,Aves,Strigidae,Strigiformes,Grallistrix,Grallistrix auceps,,,,
txn:336229,,,species,Grallistrix orion,txn:336227,ref:57999,0,1,Chordata,Aves,Strigidae,Strigiformes,Grallistrix,,,,,
txn:336231,,,species,Grallistrix erdmani,txn:336227,ref:57999,0,1,Chordata,Aves,Strigidae,Strigiformes,Grallistrix,,,,,
txn:336228,,,species,Grallistrix auceps,txn:336227,ref:57999,0,1,Chordata,Aves,Strigidae,Strigiformes,Grallistrix,,,,,
txn:336230,,,species,Grallistrix geleches,txn:336227,ref:57999,0,1,Chordata,Aves,Strigidae,Strigiformes,Grallistrix,,,,,
txn:400770,,,subfamily,Surniinae,txn:39403,ref:71102,1,1,Chordata,Aves,Strigidae,Strigiformes,,,,,,
txn:479363,,,tribe,Surniini,txn:400770,ref:86624,1,1,Chordata,Aves,Strigidae,Strigiformes,,,,,,
txn:479362,,,genus,Miosurnia,txn:479363,ref:86623,0,1,Chordata,Aves,Strigidae,Strigiformes,Miosurnia,,,,,
txn:479364,,,species,Miosurnia diurna,txn:479362,ref:86623,0,1,Chordata,Aves,Strigidae,Strigiformes,Miosurnia,,,,,
txn:191549,,,genus,Necrobyas,txn:39403,ref:36650,0,5,Chordata,Aves,Strigidae,Strigiformes,Necrobyas,,,,,
txn:370899,,,species,Necrobyas rossignoli,txn:191549,ref:65508,0,1,Chordata,Aves,Strigidae,Strigiformes,Necrobyas,,,,,
txn:191551,,,species,Necrobyas harpax,txn:191549,ref:36650,0,2,Chordata,Aves,Strigidae,Strigiformes,Necrobyas,,,,,
txn:438494,,,species,Necrobyas minimus,txn:191549,ref:77082,0,1,Chordata,Aves,Strigidae,Strigiformes,Necrobyas,,,,,
txn:191550,,,species,Necrobyas edwardsi,txn:191549,ref:36650,0,1,Chordata,Aves,Strigidae,Strigiformes,Necrobyas,,,,,
txn:368067,,,genus,Megascops,txn:39403,ref:65172,1,24,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:373919,,,genus,Gymnasio,txn:39403,ref:65172,1,24,Chordata,Aves,Strigidae,Strigiformes,Megascops,,subjective synonym of,txn:368067,5.0,Megascops
txn:373920,,,genus,Gymnoglaux,txn:39403,ref:66346,1,24,Chordata,Aves,Strigidae,Strigiformes,Megascops,,subjective synonym of,txn:368067,5.0,Megascops
txn:133782,var:368068,,species,Megascops asio,txn:368067,ref:12782,1,18,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:509665,,,species,Megascops guildayi,txn:368067,ref:92283,0,0,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:373307,var:373308,,species,Megascops kennicottii,txn:368067,ref:65172,1,1,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:510532,var:510610,,species,Megascops nudipes,txn:368067,ref:65172,1,5,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:510608,var:510611,,subspecies,Megascops nudipes newtoni,txn:510532,ref:65172,0,1,Chordata,Aves,Strigidae,Strigiformes,Megascops,,,,,
txn:143817,,,genus,Sceloglaux,txn:39403,ref:29521,0,9,Chordata,Aves,Strigidae,Strigiformes,Sceloglaux,,,,,
txn:143818,var:143819,,species,Sceloglaux albifacies,txn:143817,ref:29521,0,9,Chordata,Aves,Strigidae,Strigiformes,Sceloglaux,,,,,
txn:400773,,,subfamily,Striginae,txn:39403,ref:71102,1,0,Chordata,Aves,Strigidae,Strigiformes,,,,,,
txn:414886,,,genus,Cryptoglaux,txn:39403,ref:31036,1,0,Chordata,Aves,Strigidae,Strigiformes,Cryptoglaux,,,,,
txn:58496,,,genus,Bubo,txn:39403,ref:10787,1,68,Chordata,Aves,Strigidae,Strigiformes,Bubo,Bubo bubo,,,,
txn:161526,var:161527,,species,Bubo virginianus,txn:58496,ref:31547,1,28,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:370901,,,species,Bubo arvernensis,txn:58496,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:430255,,,species,Bubo florianae,txn:58496,ref:58139,0,0,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:368621,var:368622,,species,Bubo scandiacus,txn:58496,ref:12782,1,7,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:365947,var:365948,,species,Bubo bubo,txn:58496,ref:12782,1,9,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:94498,,,species,Bubo insularis,txn:58496,ref:19913,0,7,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:370903,,,species,Bubo poirrieri,txn:58496,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:291540,,,species,Bubo sinclairi,txn:58496,ref:50709,0,3,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
txn:370900,,,species,Bubo incertus,txn:58496,ref:65508,0,0,Chordata,Aves,Strigidae,Strigiformes,Bubo,,,,,
