species,event_year,kind,obs_redist,env_pred_redist,hist_pred_redist,n_routes
6270,2008,cold,0.0,0.4543046357615894,0.2728476821192053,755
6270,2009,cold,0.0,0.2815126050420168,0.24509803921568626,714
6270,2014,cold,0.0,0.1302250803858521,0.21061093247588425,622
6280,2012,hot,0.0,0.1935483870967742,0.2903225806451613,310
6280,2016,hot,0.0,0.2825278810408922,0.4052044609665427,269
6280,2008,cold,0.0,0.422680412371134,0.32646048109965636,291
6280,2009,cold,0.0,0.2537313432835821,0.19776119402985073,268
6280,2014,cold,0.0,0.19572953736654805,0.33807829181494664,281
6290,2012,hot,0.0,0.2742857142857143,0.2742857142857143,175
6290,2016,hot,0.0,0.06547619047619048,0.26785714285714285,168
6290,2008,cold,0.0,0.398989898989899,0.29797979797979796,198
6290,2009,cold,0.0,0.43315508021390375,0.26737967914438504,187
6290,2014,cold,0.0,0.034013605442176874,0.32653061224489793,147
6310,2012,hot,0.0,0.46112600536193027,0.22788203753351208,373
6310,2016,hot,0.0,0.1144578313253012,0.18072289156626506,332
6310,2008,cold,0.0,0.6507177033492823,0.45215311004784686,418
6310,2009,cold,0.0,0.24271844660194175,0.25,412
6310,2014,cold,0.0,0.864406779661017,0.2740112994350282,354
6360,2012,hot,0.0,0.5,0.3237410071942446,278
6360,2016,hot,0.0,0.20522388059701493,0.332089552238806,268
6360,2008,cold,0.0,0.46645367412140576,0.30990415335463256,313
6360,2009,cold,0.0,0.42214532871972316,0.2664359861591695,289
6360,2014,cold,0.0,0.14007782101167315,0.3151750972762646,257
6450,2012,hot,0.0,0.0,0.0,174
6450,2016,hot,0.0,0.0,0.0,168
6450,2008,cold,0.0,0.24186046511627907,0.26046511627906976,215
